,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
disapproval,-0.10385042911370757,-0.053359497343732964,0.01987089758656063,0.09665495017982648,-0.06769925111020378,-0.03125329431609498,-0.014538892771820303,-0.04823517242452349,-0.03473267449959624,0.04397070718237707,1.0,0.056687390464895085,0.00020305661660450106,-0.06387686903501819,-0.015196947286979517,-0.07233717304630484,-0.012991936507943192,-0.07472016502790658,-0.06265412816551137,-0.014990944514313658,-0.04625500096237024,-0.027002975738033588,-0.00878515335666704,-0.01692681377210806,-0.014388055436763489,-0.016921298536796445,-0.04142882614895443,-0.10861133220554593
disgust,-0.06299938939826882,-0.03436729468687176,0.12925605218769132,0.13055425851442626,-0.04878744666218951,-0.0370603506462059,-0.028123132930835276,-0.03367595355604439,-0.02701050718157866,0.044202154379728124,0.056687390464895085,1.0,0.0631863905896707,-0.04410801367935592,0.038094151927839846,-0.051635695100461815,0.0060948320609939734,-0.05161820051901378,-0.046384949451767,0.02033204628923865,-0.035934585667578726,-0.01586692383547811,-0.019024775416183724,-0.0182326810985212,-0.00015430203054728176,0.005319693232546164,-0.02442250230042229,-0.10989367633975702
embarrassment,-0.04136306032487548,-0.009751206936232918,0.012449398353155153,0.031313199500382576,-0.04008493958626844,-0.013839536485173679,-0.008647053181587807,-0.009252262416691978,-0.020897936889918263,0.06063516731883113,0.00020305661660450106,0.0631863905896707,1.0,-0.02745445071402969,0.016206051845755996,-0.031097325603202303,0.015511196400072957,-0.030066302500218807,-0.02752576529496903,0.05846348990359528,-0.022037395740928997,-0.006241134739864788,0.0013248547816983548,-0.01150481975117635,0.07360672622892613,0.032551655947509854,-0.008534099885010653,-0.07057734893183013
excitement,0.05684040118289073,-0.00037729796863477457,-0.050267688615114506,-0.06333059582276275,-0.020524278558520768,-0.02901488836997219,-0.04084610447967491,-0.01242128098310038,0.005258758783806575,-0.05044005436436449,-0.06387686903501819,-0.04410801367935592,-0.02745445071402969,1.0,-0.027131819896251772,-0.005962928174122699,-0.015441228482867336,0.17552953685682585,0.02628711593102442,-0.015477516294811922,0.00426401245384464,0.016025341366162727,-0.03160977379363901,0.002784357557940562,-0.027936892671593484,-0.04430921500367741,0.05669234239130587,-0.1264642409032839
fear,-0.043411726198881034,-0.028143698009082254,-0.008474944406955384,-0.012951165908114315,-0.03801245496787416,-0.008465534311058757,-0.014419383839636393,-0.025738706441805894,-0.01945715174628709,0.011764731997633313,-0.015196947286979517,0.038094151927839846,0.016206051845755996,-0.027131819896251772,1.0,-0.032650234893763244,0.022536878729959114,-0.03410144351081149,-0.030176124623668643,0.2790723799234562,-0.020697233248786834,-0.013226226362029159,-0.007835310300848742,-0.0070475276349752205,-0.006617723029663505,0.029135116807583118,0.002417994584284588,-0.08386992660275477
gratitude,0.051155993059485136,-0.028457435612897576,-0.065917054603964,-0.08048231080944684,-0.03561104105368645,-0.011391604261795177,-0.048681053003366455,-0.056321389107509466,-0.01534573212676283,-0.0628452696791194,-0.07233717304630484,-0.051635695100461815,-0.031097325603202303,-0.005962928174122699,-0.032650234893763244,1.0,-0.013212593998863272,0.025746247326657007,-0.027826196658426235,-0.024780465843537897,0.005515509945965043,0.021730198630235443,-0.02559336567418871,0.028881728846085936,-0.0056895958599231505,-0.04504117632365694,-0.03718340788275975,-0.22464344800548428
grief,-0.015254651987452909,-0.013434822353820337,0.000438558168560145,0.00013350398682050868,-0.0253985413133984,0.002417842714899871,-0.010872006927301303,-0.013881971363817127,-0.005996236216900094,0.033122851488048374,-0.012991936507943192,0.0060948320609939734,0.015511196400072957,-0.015441228482867336,0.022536878729959114,-0.013212593998863272,1.0,-0.01597587934660293,-0.015843566150794904,0.022109908164358875,-0.012318466350515471,-0.00017872367259707308,-0.007833616775417785,-0.002415741432561775,0.04720158072659256,0.1286681497108011,-0.003155127355236163,-0.038259507444384375
joy,0.05208109408253579,0.0777299453406844,-0.06523563328080098,-0.08391387989911185,-0.014185771727279601,-0.002774888706405219,-0.058720396452175666,-0.05424187525249686,-0.003547411243599627,-0.05548963999844604,-0.07472016502790658,-0.05161820051901378,-0.030066302500218807,0.17552953685682585,-0.03410144351081149,0.025746247326657007,-0.01597587934660293,1.0,0.0674458448811146,-0.023971801545449478,0.005900009840213565,0.04994402401200807,-0.026861456235591878,0.05505375704727374,-0.03066464643572764,-0.04384767443145473,-0.014217970007808348,-0.17394254906611506
love,0.06170250037814032,-0.020437800674614044,-0.05544508974226597,-0.0739217783915566,-0.027005672871712422,0.006581843046184894,-0.04882320835039007,-0.04734450096353363,0.01592291851859414,-0.05143380999727584,-0.06265412816551137,-0.046384949451767,-0.02752576529496903,0.02628711593102442,-0.030176124623668643,-0.027826196658426235,-0.015843566150794904,0.0674458448811146,1.0,-0.025846890794198163,-0.011784226037003668,-0.01064154227957406,-0.042261153161446886,-0.012141934802872687,-0.02628358063058326,-0.0406488661863591,-0.036427365134417494,-0.1740621594514851
nervousness,-0.03746237077915392,-0.025279077124505077,-0.008259799450778128,-0.0025561038320816997,-0.03224911314162842,0.006868478264648826,-0.003672513965143501,-0.01391388065362449,-0.011300247776623598,0.053231801366252496,-0.014990944514313658,0.02033204628923865,0.05846348990359528,-0.015477516294811922,0.2790723799234562,-0.024780465843537897,0.022109908164358875,-0.023971801545449478,-0.025846890794198163,1.0,-0.013211964409856256,-0.010223277150191478,-0.003176723267054458,0.007311041956279451,0.008794997079396677,0.05995711692951895,-0.007555060806737138,-0.06361742782272252
optimism,-0.006186607249559508,-0.028961887886695143,-0.058390778774139215,-0.05814918294418228,0.028018283624270467,0.09145383162718103,-0.042322565982247776,-0.03872572109363449,0.1279553128399025,-0.03550692002220179,-0.04625500096237024,-0.035934585667578726,-0.022037395740928997,0.00426401245384464,-0.020697233248786834,0.005515509945965043,-0.012318466350515471,0.005900009840213565,-0.011784226037003668,-0.013211964409856256,1.0,0.03172106000340487,-0.013161897937261134,0.0024553006872398996,-0.000959508500364621,-0.02384205460185322,-0.032300822583030575,-0.14048579743407608
pride,0.08067652974287866,-0.018063517143182356,-0.024678944315153953,-0.02703699305131533,0.006503098309638816,0.0027763041174068675,-0.021604411693077485,-0.02006334762819879,-0.001291212537742354,-0.017108679354879707,-0.027002975738033588,-0.01586692383547811,-0.006241134739864788,0.016025341366162727,-0.013226226362029159,0.021730198630235443,-0.00017872367259707308,0.04994402401200807,-0.01064154227957406,-0.010223277150191478,0.03172106000340487,1.0,-0.013366991662994054,0.014303183377408654,-0.011846439884880848,-0.01940491964826064,-0.011047890895057722,-0.051401497071978
realization,-0.05709460981087308,-0.017368360157283425,-0.04602910229978735,-0.02496590564633242,0.041101392586618844,-0.02122517688814617,-0.0026665671175915753,-0.014721457654040029,-0.014006373922964385,0.00952098258640217,-0.00878515335666704,-0.019024775416183724,0.0013248547816983548,-0.03160977379363901,-0.007835310300848742,-0.02559336567418871,-0.007833616775417785,-0.026861456235591878,-0.042261153161446886,-0.003176723267054458,-0.013161897937261134,-0.013366991662994054,1.0,0.0009999618045312267,0.002576801153818395,-0.0014156842986861973,0.029761780209915507,-0.09016160665172532
relief,-0.00872296097198075,-0.014250529638599688,-0.02309678378690307,-0.024312586402720097,0.01285810888957858,0.026395918857039263,-0.022732187146157507,-0.02562965283131448,-0.012540046888648989,-0.01721246300311169,-0.01692681377210806,-0.0182326810985212,-0.01150481975117635,0.002784357557940562,-0.0070475276349752205,0.028881728846085936,-0.002415741432561775,0.05505375704727374,-0.012141934802872687,0.007311041956279451,0.0024553006872398996,0.014303183377408654,0.0009999618045312267,1.0,-0.0092356862955391,-0.013059015912402265,-0.011560734197083943,-0.05593273291522057
remorse,-0.04334779184709457,-0.022949403002545693,-0.021724345831536658,-0.01926027488808508,-0.029169779490091193,0.015329895996610006,-0.010960542060433915,-0.014961603751574548,-0.012572480028753816,0.03628972431890221,-0.014388055436763489,-0.00015430203054728176,0.07360672622892613,-0.027936892671593484,-0.006617723029663505,-0.0056895958599231505,0.04720158072659256,-0.03066464643572764,-0.02628358063058326,0.008794997079396677,-0.000959508500364621,-0.011846439884880848,0.002576801153818395,-0.0092356862955391,1.0,0.15209308563301338,-0.018781153309149128,-0.098480541903468
sadness,-0.07340923022709227,-0.03822336161960547,-0.022473922989485202,-0.01650139204711578,-0.060617147371960764,0.011939048153766,-0.04299567678857102,-0.038804243850676046,-0.0185181428491436,0.212540318656757,-0.016921298536796445,0.005319693232546164,0.032551655947509854,-0.04430921500367741,0.029135116807583118,-0.04504117632365694,0.1286681497108011,-0.04384767443145473,-0.0406488661863591,0.05995711692951895,-0.02384205460185322,-0.01940491964826064,-0.0014156842986861973,-0.013059015912402265,0.15209308563301338,1.0,-0.02990452644343046,-0.1274196277318008
surprise,-0.013164581636042614,-0.022304651213969472,-0.02549040547132871,-0.03433637214566931,-0.05202608298098978,-0.03847245109463519,0.010076970981434077,0.04100253437107221,-0.026067184942512287,-0.018121762709719828,-0.04142882614895443,-0.02442250230042229,-0.008534099885010653,0.05669234239130587,0.002417994584284588,-0.03718340788275975,-0.003155127355236163,-0.014217970007808348,-0.036427365134417494,-0.007555060806737138,-0.032300822583030575,-0.011047890895057722,0.029761780209915507,-0.011560734197083943,-0.018781153309149128,-0.02990452644343046,1.0,-0.10513478743924076
neutral,-0.2455076991669369,-0.16252469166931396,-0.12227595601263093,-0.15125334892932563,-0.13792850958041142,-0.09900731888944153,-0.09152411631581113,-0.11618581573486284,-0.0849518789746312,-0.12492140488403555,-0.10861133220554593,-0.10989367633975702,-0.07057734893183013,-0.1264642409032839,-0.08386992660275477,-0.22464344800548428,-0.038259507444384375,-0.17394254906611506,-0.1740621594514851,-0.06361742782272252,-0.14048579743407608,-0.051401497071978,-0.09016160665172532,-0.05593273291522057,-0.098480541903468,-0.1274196277318008,-0.10513478743924076,1.0
